id	filename	md5	size	state
4ec41584-a7c2-4b3e-acf4-0801a7cb78b9	6183a6eb-8d7f-44e9-8e59-5e74ddb7426c.rna_seq.star_splice_junctions.tsv.gz	fec27d976a24ebdf0d38d01e71c81c66	2733214	released
afde074b-e511-4b6e-9260-2242593036eb	ca5bd52a-18cb-4443-b335-7ffdc367d19d.rna_seq.star_splice_junctions.tsv.gz	55df8c09d377016c70531d5fe6fba95e	1917303	released
6377d933-d9a5-4b4b-850f-4536c655aa80	6b717b71-a34d-45af-a27e-ce77484d14f2.rna_seq.star_splice_junctions.tsv.gz	8480e16fcd1f41d35bb61f9d98476cf7	3014528	released
d738ec0c-9e5e-4353-9260-1b72dbbb2ceb	fdbb6067-944b-42be-a7d3-9b200157e0f6.rna_seq.star_splice_junctions.tsv.gz	bcd058261edf358bc4dfbbc315a27fc4	2576518	released
497b0155-fddf-4e63-86c0-7edf7ce0fc29	b1361753-6f8c-4038-addb-9e4767ca627c.rna_seq.star_splice_junctions.tsv.gz	33b25024b1c0c14841c3e2373938b9df	2514351	released
e989dd04-9b4e-470f-bc07-3ce9b4730cf2	23f1ad0c-c9d5-408f-bba8-1bb71364007b.rna_seq.star_splice_junctions.tsv.gz	8c1171c806106763727a1c3efd1bba00	2610298	released
e5c5ac98-7003-4205-b67a-ecba3e709b94	d5d316ad-173b-40bf-b91c-2e38393fed85.rna_seq.star_splice_junctions.tsv.gz	e9a70ff6738ec5baa0bbe7acf84d2402	2861625	released
2c18168f-38c9-46d3-8154-ae9509842331	f9cb2d13-67c3-4010-bf9a-3f57361f68da.rna_seq.star_splice_junctions.tsv.gz	202a02ceced0620608b7e4e34707f667	2394515	released
5317bf2f-e7a7-43f7-81a9-e376225da4c3	52a41293-9031-4b0c-ac1e-7b01a645248d.rna_seq.star_splice_junctions.tsv.gz	67aff325fbca0dc2353455888729e163	2334445	released
956486c4-3c33-4910-bb62-acfb8e4c4729	90b40e5e-f443-45aa-a810-7026010c41f4.rna_seq.star_splice_junctions.tsv.gz	1293cb9a96c65e16bac8b38abefc0701	2704465	released
2836b2a6-a76f-46ac-a8cd-d3d0b6ebf686	a65fd16f-029c-4e02-ae4f-a3aa67944b95.rna_seq.star_splice_junctions.tsv.gz	6413c5ca0a5ae3df1d7126fa1732f000	2651352	released
80482e85-8ef7-41f8-b9c2-5cdf5b32d27d	7d39dccd-38b6-42fd-b8c8-ac45b78fdaac.rna_seq.star_splice_junctions.tsv.gz	76bd103899f4b94207ba8cde6d933dac	3024705	released
1c3e9a45-76bb-40ad-9310-e88d2e1cd432	f192623a-b1f4-4238-b720-a5c62bab30ab.rna_seq.star_splice_junctions.tsv.gz	a4fb982affdc70caf2e57bf3da2005cc	2922625	released
