id	filename	md5	size	state
e989dd04-9b4e-470f-bc07-3ce9b4730cf2	23f1ad0c-c9d5-408f-bba8-1bb71364007b.rna_seq.star_splice_junctions.tsv.gz	8c1171c806106763727a1c3efd1bba00	2610298	released
5317bf2f-e7a7-43f7-81a9-e376225da4c3	52a41293-9031-4b0c-ac1e-7b01a645248d.rna_seq.star_splice_junctions.tsv.gz	67aff325fbca0dc2353455888729e163	2334445	released
be03e4d7-b9c6-4423-bb30-d64a3ec6b29e	7d2957c7-2c69-499d-9a75-aa54f04cb530.rna_seq.star_splice_junctions.tsv.gz	69a173c427d71d79188f3963f566c41b	2394515	released
2af2bef9-ebde-4353-80f4-dcfc64296623	e4e9b46b-9fea-4358-908a-811d2bd44b54.rna_seq.star_splice_junctions.tsv.gz	cb3a9a1e3824fef387a330eaebe0d356	2720211	released
363f9764-4df4-4feb-b9ea-bdbd8ad940ed	a462c0f9-23d3-428b-9b61-e42cb6a68af1.rna_seq.star_splice_junctions.tsv.gz	59c53c8f216a668a6329e541b0755037	2463605	released
0a3b686f-e1ca-4001-9a6c-7c3292cb8bd2	68111827-d5af-4d9c-beb2-e34678e73a62.rna_seq.star_splice_junctions.tsv.gz	c21e4c5bd14091a16a326f20c7260078	2451914	released
fc0947d0-9d52-4a58-a9e5-a3ec81ae944b	007e754d-e85c-4278-9183-382fbc61121f.rna_seq.star_splice_junctions.tsv.gz	929ad8b8115f2e2d97ec6fedbecce287	2568202	released
226dccc8-d60d-456e-9dc3-03d9c64d3c72	90f5d5aa-9eef-4cb3-a64c-7743a2fe572b.rna_seq.star_splice_junctions.tsv.gz	87e686c9e7242dc42367b8fed4eba602	2772810	released
aeac0ff4-f67d-4f35-b774-ef289c4d2088	fb9197ac-e658-4294-bf02-6dd0bc7a277b.rna_seq.star_splice_junctions.tsv.gz	5d828255400b290c776b51aa54542704	2612637	released
7924308e-f7f4-4cb6-bc66-0ab68349881f	e83faec0-340e-4d7a-b56f-dfe285e6b794.rna_seq.star_splice_junctions.tsv.gz	de895ced2c10e92e7f85c84dd5d845ef	2765096	released
fe9a56cf-f9c4-4bb3-8d1b-14a2a5c05ee1	61419601-eb40-48c4-b221-f244a321287b.rna_seq.star_splice_junctions.tsv.gz	2325a6f7b592c20b497b650a91f22c59	2994744	released
